FESTA EM LOUVOR A SÃO JOSÉ OPERÁRIO  - 2026,,,,
0,0,0,Nº,160
A,M,I,G,O
17 - HOME CARE ROSALUZ,30 - TRANSPORTES LEMES,  55 - TERÇO DOS HOMENS N. SRA. ABADIA,77 - ARAGUARI MOTO PEÇAS, 84 - CALÇADOS VIMA
16 - CARMEM COELHO E FAMÍLIA,32 - RESTAURANTE TOMATE SECO,52 - SEPEL AUTO ELÉTRICA," 75 - VALNIR, EDNA & FAMÍLIA", 87 - GILDO MANTUAN E FAMÍLIA
18 - AUTO ELÉTRICA ELITE,34 - MEGA TEJOTÃO,  56 - FÁTIMA BORDADOS , 74 - FERRO VELHO DO DJALMA & MÓVEIS USADOS,95 - FAMÍLIA ALCEU LÁZARO
6 - DR. MARCOS AZEVEDO CLÍNICA MÉDICA (Clínica Areté),28 - JP - DSIGNER EM GESSO,42 - VET DOG CLÍNICA VETERINÁRIA, 62 - RETIFICADORA ARAGUARINA, 86 - CASA DE CARNES RESENDE
2 - FERNANDO - GABRIELLA - JOÃO PEDRO,25 - AMAURI BATAGLINI E FAMÍLIA,46 - NÉLIO DA COMARCO, 79 - PAULO APÓSTOLO & FAMÍLIA, 100 - SICOOB ARACOOP
0,0,0,0,0
FESTA EM LOUVOR A SÃO JOSÉ OPERÁRIO  - 2026,,,,
0,0,0,Nº,161
A,M,I,G,O
19 - CHÁCARA SANTA BÁRBARA,38 - PROINVEST CORRETORA DE SEGUROS,  56 - FÁTIMA BORDADOS , 66 - BÁRBARA MENDES DOCERIA, 82 - JAIME BATAGLINI E FAMÍLIA
4- NUTRI_MAIS RAÇÕES,     35 - MUSICAL OTONE,  53 - ATACADÃO DOS TECIDOS, 62 - RETIFICADORA ARAGUARINA, 97 - BRISATEC REFRIGERAÇÃO
15 - FAMÍLIA FLUMIAN ARCAS PLAZZA,32 - RESTAURANTE TOMATE SECO,52 - SEPEL AUTO ELÉTRICA, 64 - REAL SUPER SUPERMERCADO, 100 - SICOOB ARACOOP
2 - FERNANDO - GABRIELLA - JOÃO PEDRO,28 - JP - DSIGNER EM GESSO,49 - DRA. PRISCILLA CAFRUNE E FAMÍLIA, 80 - GL CELULARES,89 - ESCOLINHA DE FUTEBOL BATE BOLA
18 - AUTO ELÉTRICA ELITE,21 - PAPELARIA RESENDE,  55 - TERÇO DOS HOMENS N. SRA. ABADIA,71 - NOVA MORADA, 84 - CALÇADOS VIMA
0,0,0,0,0
FESTA EM LOUVOR A SÃO JOSÉ OPERÁRIO  - 2026,,,,
0,0,0,Nº,162
A,M,I,G,O
17 - HOME CARE ROSALUZ,34 - MEGA TEJOTÃO,42 - VET DOG CLÍNICA VETERINÁRIA,71 - NOVA MORADA, 100 - SICOOB ARACOOP
8 - DOCES VALE DA BENÇÃO,26 - ELIZA CARDOSO SERVIÇO DE BUFFET,43 - ARACOR CORRETORA DE SEGUROS, 68 - PÉ MENOR CALÇADOS & MÓVEIS PARAISO, 97 - BRISATEC REFRIGERAÇÃO
19 - CHÁCARA SANTA BÁRBARA,38 - PROINVEST CORRETORA DE SEGUROS,48 - FERT GOTAS," 75 - VALNIR, EDNA & FAMÍLIA",89 - ESCOLINHA DE FUTEBOL BATE BOLA
4- NUTRI_MAIS RAÇÕES,21 - PAPELARIA RESENDE,  56 - FÁTIMA BORDADOS , 70 - HUGO SANCHES, 83 - ARROZ VASCONCELLOS
15 - FAMÍLIA FLUMIAN ARCAS PLAZZA,22 - RONALDO PETERNELLA E FAMÍLIA,41 - ELÉTRO VIGILÂNCIA, 62 - RETIFICADORA ARAGUARINA, 87 - GILDO MANTUAN E FAMÍLIA
0,0,0,0,0
FESTA EM LOUVOR A SÃO JOSÉ OPERÁRIO  - 2026,,,,
0,0,0,Nº,163
A,M,I,G,O
20 - VAL OLIVEIRA,25 - AMAURI BATAGLINI E FAMÍLIA, 60 - SAPATARIA GAROTTI          , 70 - HUGO SANCHES, 92 - SUPERMERCADO NOVO HORIZONTE
4- NUTRI_MAIS RAÇÕES,32 - RESTAURANTE TOMATE SECO,48 - FERT GOTAS, 78 - AUTO PEÇAS E ELÉTRICA MARINGA, 98 - SUPERMERCADO NIQUELÂNDIA
14 - PASTORAL MÃOS Á OBRA,30 - TRANSPORTES LEMES, 59 - FRANGO BROTÃO, 66 - BÁRBARA MENDES DOCERIA, 96 - ALB - ENERGIA SOLAR
16 - CARMEM COELHO E FAMÍLIA,26 - ELIZA CARDOSO SERVIÇO DE BUFFET,  55 - TERÇO DOS HOMENS N. SRA. ABADIA, 68 - PÉ MENOR CALÇADOS & MÓVEIS PARAISO, 93 - MARMORARIA VITTURI 
6 - DR. MARCOS AZEVEDO CLÍNICA MÉDICA (Clínica Areté),21 - PAPELARIA RESENDE,45 - MARIANA WAHLUS - CONFEITARIA, 72 - SERVIÇO SOCIAL DE LUTO FREDERICO OZANAN, 82 - JAIME BATAGLINI E FAMÍLIA
0,0,0,0,0
FESTA EM LOUVOR A SÃO JOSÉ OPERÁRIO  - 2026,,,,
0,0,0,Nº,164
A,M,I,G,O
6 - DR. MARCOS AZEVEDO CLÍNICA MÉDICA (Clínica Areté),21 - PAPELARIA RESENDE,50 - FINAGRO, 70 - HUGO SANCHES, 98 - SUPERMERCADO NIQUELÂNDIA
10 - PAULO BOLSAS E CLEUDA,33 - ECC - PARÓQUIA SÃO JOSÉ OPERÁRIO,45 - MARIANA WAHLUS - CONFEITARIA,77 - ARAGUARI MOTO PEÇAS, 84 - CALÇADOS VIMA
17 - HOME CARE ROSALUZ,26 - ELIZA CARDOSO SERVIÇO DE BUFFET,42 - VET DOG CLÍNICA VETERINÁRIA, 68 - PÉ MENOR CALÇADOS & MÓVEIS PARAISO,95 - FAMÍLIA ALCEU LÁZARO
2 - FERNANDO - GABRIELLA - JOÃO PEDRO,34 - MEGA TEJOTÃO,  53 - ATACADÃO DOS TECIDOS, 78 - AUTO PEÇAS E ELÉTRICA MARINGA, 88 - SUPERMERCADO BADIÃO
4- NUTRI_MAIS RAÇÕES,39 - DROGARIA NOSSA SENHORA DA ABADIA,48 - FERT GOTAS, 74 - FERRO VELHO DO DJALMA & MÓVEIS USADOS, 100 - SICOOB ARACOOP
0,0,0,0,0
FESTA EM LOUVOR A SÃO JOSÉ OPERÁRIO  - 2026,,,,
0,0,0,Nº,165
A,M,I,G,O
19 - CHÁCARA SANTA BÁRBARA,     35 - MUSICAL OTONE,  57 - YOU HAPPY - ACADEMIAS, 64 - REAL SUPER SUPERMERCADO, 83 - ARROZ VASCONCELLOS
2 - FERNANDO - GABRIELLA - JOÃO PEDRO,25 - AMAURI BATAGLINI E FAMÍLIA,48 - FERT GOTAS, 66 - BÁRBARA MENDES DOCERIA, 91 - IN COMPANNY CONTABILIDADE
6 - DR. MARCOS AZEVEDO CLÍNICA MÉDICA (Clínica Areté),21 - PAPELARIA RESENDE,44 - TOUTTI PERFUMES, 62 - RETIFICADORA ARAGUARINA, 87 - GILDO MANTUAN E FAMÍLIA
18 - AUTO ELÉTRICA ELITE,30 - TRANSPORTES LEMES, 59 - FRANGO BROTÃO, 63 - PAPA TUDO SUPERMERCADO, 86 - CASA DE CARNES RESENDE
16 - CARMEM COELHO E FAMÍLIA,37 - Grupo Esperança /Grupo Em Cristo Somos Família(ECC)   ,50 - FINAGRO, 67 - CONFERÊNCIA SANTA LUÍZA DE MARILLAC, 88 - SUPERMERCADO BADIÃO
0,0,0,0,0
FESTA EM LOUVOR A SÃO JOSÉ OPERÁRIO  - 2026,,,,
0,0,0,Nº,166
A,M,I,G,O
19 - CHÁCARA SANTA BÁRBARA,33 - ECC - PARÓQUIA SÃO JOSÉ OPERÁRIO,  53 - ATACADÃO DOS TECIDOS, 72 - SERVIÇO SOCIAL DE LUTO FREDERICO OZANAN,89 - ESCOLINHA DE FUTEBOL BATE BOLA
17 - HOME CARE ROSALUZ,38 - PROINVEST CORRETORA DE SEGUROS, 60 - SAPATARIA GAROTTI          , 63 - PAPA TUDO SUPERMERCADO, 92 - SUPERMERCADO NOVO HORIZONTE
"11 - Grupo Sagrada  Família, SANT'ANA e SÃO PEDRO",37 - Grupo Esperança /Grupo Em Cristo Somos Família(ECC)   ,48 - FERT GOTAS,77 - ARAGUARI MOTO PEÇAS,95 - FAMÍLIA ALCEU LÁZARO
18 - AUTO ELÉTRICA ELITE,21 - PAPELARIA RESENDE,49 - DRA. PRISCILLA CAFRUNE E FAMÍLIA, 74 - FERRO VELHO DO DJALMA & MÓVEIS USADOS, 100 - SICOOB ARACOOP
8 - DOCES VALE DA BENÇÃO,25 - AMAURI BATAGLINI E FAMÍLIA,52 - SEPEL AUTO ELÉTRICA, 78 - AUTO PEÇAS E ELÉTRICA MARINGA, 98 - SUPERMERCADO NIQUELÂNDIA
0,0,0,0,0
FESTA EM LOUVOR A SÃO JOSÉ OPERÁRIO  - 2026,,,,
0,0,0,Nº,167
A,M,I,G,O
6 - DR. MARCOS AZEVEDO CLÍNICA MÉDICA (Clínica Areté),32 - RESTAURANTE TOMATE SECO, 60 - SAPATARIA GAROTTI          ,77 - ARAGUARI MOTO PEÇAS, 97 - BRISATEC REFRIGERAÇÃO
8 - DOCES VALE DA BENÇÃO,     35 - MUSICAL OTONE,  57 - YOU HAPPY - ACADEMIAS, 63 - PAPA TUDO SUPERMERCADO, 96 - ALB - ENERGIA SOLAR
2 - FERNANDO - GABRIELLA - JOÃO PEDRO,30 - TRANSPORTES LEMES,  56 - FÁTIMA BORDADOS , 68 - PÉ MENOR CALÇADOS & MÓVEIS PARAISO, 88 - SUPERMERCADO BADIÃO
19 - CHÁCARA SANTA BÁRBARA,39 - DROGARIA NOSSA SENHORA DA ABADIA,45 - MARIANA WAHLUS - CONFEITARIA," 75 - VALNIR, EDNA & FAMÍLIA", 83 - ARROZ VASCONCELLOS
"11 - Grupo Sagrada  Família, SANT'ANA e SÃO PEDRO",22 - RONALDO PETERNELLA E FAMÍLIA,42 - VET DOG CLÍNICA VETERINÁRIA, 70 - HUGO SANCHES,95 - FAMÍLIA ALCEU LÁZARO
0,0,0,0,0
FESTA EM LOUVOR A SÃO JOSÉ OPERÁRIO  - 2026,,,,
0,0,0,Nº,168
A,M,I,G,O
15 - FAMÍLIA FLUMIAN ARCAS PLAZZA,32 - RESTAURANTE TOMATE SECO,42 - VET DOG CLÍNICA VETERINÁRIA, 78 - AUTO PEÇAS E ELÉTRICA MARINGA, 100 - SICOOB ARACOOP
17 - HOME CARE ROSALUZ,38 - PROINVEST CORRETORA DE SEGUROS,52 - SEPEL AUTO ELÉTRICA, 80 - GL CELULARES, 84 - CALÇADOS VIMA
4- NUTRI_MAIS RAÇÕES,25 - AMAURI BATAGLINI E FAMÍLIA,41 - ELÉTRO VIGILÂNCIA, 67 - CONFERÊNCIA SANTA LUÍZA DE MARILLAC, 97 - BRISATEC REFRIGERAÇÃO
20 - VAL OLIVEIRA,39 - DROGARIA NOSSA SENHORA DA ABADIA,  55 - TERÇO DOS HOMENS N. SRA. ABADIA, 79 - PAULO APÓSTOLO & FAMÍLIA, 91 - IN COMPANNY CONTABILIDADE
18 - AUTO ELÉTRICA ELITE,21 - PAPELARIA RESENDE,49 - DRA. PRISCILLA CAFRUNE E FAMÍLIA,77 - ARAGUARI MOTO PEÇAS, 87 - GILDO MANTUAN E FAMÍLIA
0,0,0,0,0
FESTA EM LOUVOR A SÃO JOSÉ OPERÁRIO  - 2026,,,,
0,0,0,Nº,169
A,M,I,G,O
2 - FERNANDO - GABRIELLA - JOÃO PEDRO,32 - RESTAURANTE TOMATE SECO,  53 - ATACADÃO DOS TECIDOS, 80 - GL CELULARES, 82 - JAIME BATAGLINI E FAMÍLIA
13 - WILLIAM DA CEMIG,38 - PROINVEST CORRETORA DE SEGUROS, 60 - SAPATARIA GAROTTI          , 63 - PAPA TUDO SUPERMERCADO, 92 - SUPERMERCADO NOVO HORIZONTE
20 - VAL OLIVEIRA,33 - ECC - PARÓQUIA SÃO JOSÉ OPERÁRIO,49 - DRA. PRISCILLA CAFRUNE E FAMÍLIA, 64 - REAL SUPER SUPERMERCADO,89 - ESCOLINHA DE FUTEBOL BATE BOLA
8 - DOCES VALE DA BENÇÃO,34 - MEGA TEJOTÃO,  57 - YOU HAPPY - ACADEMIAS, 72 - SERVIÇO SOCIAL DE LUTO FREDERICO OZANAN, 87 - GILDO MANTUAN E FAMÍLIA
"11 - Grupo Sagrada  Família, SANT'ANA e SÃO PEDRO",      23 - MARIAH CASCÃO               - Odontopediatra -,46 - NÉLIO DA COMARCO, 79 - PAULO APÓSTOLO & FAMÍLIA,95 - FAMÍLIA ALCEU LÁZARO
0,0,0,0,0
FESTA EM LOUVOR A SÃO JOSÉ OPERÁRIO  - 2026,,,,
0,0,0,Nº,170
A,M,I,G,O
20 - VAL OLIVEIRA,37 - Grupo Esperança /Grupo Em Cristo Somos Família(ECC)   ,46 - NÉLIO DA COMARCO, 67 - CONFERÊNCIA SANTA LUÍZA DE MARILLAC, 99 - RODÍZIO SUPERMERCADO
13 - WILLIAM DA CEMIG,25 - AMAURI BATAGLINI E FAMÍLIA,50 - FINAGRO, 72 - SERVIÇO SOCIAL DE LUTO FREDERICO OZANAN, 92 - SUPERMERCADO NOVO HORIZONTE
10 - PAULO BOLSAS E CLEUDA,      23 - MARIAH CASCÃO               - Odontopediatra -,52 - SEPEL AUTO ELÉTRICA,77 - ARAGUARI MOTO PEÇAS, 88 - SUPERMERCADO BADIÃO
"11 - Grupo Sagrada  Família, SANT'ANA e SÃO PEDRO",39 - DROGARIA NOSSA SENHORA DA ABADIA,  53 - ATACADÃO DOS TECIDOS," 75 - VALNIR, EDNA & FAMÍLIA", 84 - CALÇADOS VIMA
16 - CARMEM COELHO E FAMÍLIA,     35 - MUSICAL OTONE,48 - FERT GOTAS, 70 - HUGO SANCHES, 97 - BRISATEC REFRIGERAÇÃO
0,0,0,0,0
FESTA EM LOUVOR A SÃO JOSÉ OPERÁRIO  - 2026,,,,
0,0,0,Nº,171
A,M,I,G,O
2 - FERNANDO - GABRIELLA - JOÃO PEDRO,32 - RESTAURANTE TOMATE SECO,50 - FINAGRO, 79 - PAULO APÓSTOLO & FAMÍLIA, 82 - JAIME BATAGLINI E FAMÍLIA
18 - AUTO ELÉTRICA ELITE,29 - ROBERTO PETERNELLA E FAMÍLIA,44 - TOUTTI PERFUMES,77 - ARAGUARI MOTO PEÇAS, 86 - CASA DE CARNES RESENDE
8 - DOCES VALE DA BENÇÃO,26 - ELIZA CARDOSO SERVIÇO DE BUFFET,41 - ELÉTRO VIGILÂNCIA, 62 - RETIFICADORA ARAGUARINA,89 - ESCOLINHA DE FUTEBOL BATE BOLA
19 - CHÁCARA SANTA BÁRBARA,38 - PROINVEST CORRETORA DE SEGUROS,  53 - ATACADÃO DOS TECIDOS,71 - NOVA MORADA, 97 - BRISATEC REFRIGERAÇÃO
16 - CARMEM COELHO E FAMÍLIA,30 - TRANSPORTES LEMES,52 - SEPEL AUTO ELÉTRICA, 66 - BÁRBARA MENDES DOCERIA, 99 - RODÍZIO SUPERMERCADO
0,0,0,0,0
FESTA EM LOUVOR A SÃO JOSÉ OPERÁRIO  - 2026,,,,
0,0,0,Nº,172
A,M,I,G,O
10 - PAULO BOLSAS E CLEUDA,22 - RONALDO PETERNELLA E FAMÍLIA,49 - DRA. PRISCILLA CAFRUNE E FAMÍLIA, 70 - HUGO SANCHES,89 - ESCOLINHA DE FUTEBOL BATE BOLA
16 - CARMEM COELHO E FAMÍLIA,      23 - MARIAH CASCÃO               - Odontopediatra -,  56 - FÁTIMA BORDADOS , 63 - PAPA TUDO SUPERMERCADO, 88 - SUPERMERCADO BADIÃO
17 - HOME CARE ROSALUZ,29 - ROBERTO PETERNELLA E FAMÍLIA, 59 - FRANGO BROTÃO, 72 - SERVIÇO SOCIAL DE LUTO FREDERICO OZANAN, 87 - GILDO MANTUAN E FAMÍLIA
12 - MINISTÉRIO DOS COROINHAS e MINISTROS DA EUCARISTIA,     35 - MUSICAL OTONE,41 - ELÉTRO VIGILÂNCIA, 67 - CONFERÊNCIA SANTA LUÍZA DE MARILLAC, 86 - CASA DE CARNES RESENDE
"11 - Grupo Sagrada  Família, SANT'ANA e SÃO PEDRO",33 - ECC - PARÓQUIA SÃO JOSÉ OPERÁRIO,46 - NÉLIO DA COMARCO, 79 - PAULO APÓSTOLO & FAMÍLIA, 97 - BRISATEC REFRIGERAÇÃO
0,0,0,0,0
FESTA EM LOUVOR A SÃO JOSÉ OPERÁRIO  - 2026,,,,
0,0,0,Nº,173
A,M,I,G,O
8 - DOCES VALE DA BENÇÃO,22 - RONALDO PETERNELLA E FAMÍLIA,  55 - TERÇO DOS HOMENS N. SRA. ABADIA, 78 - AUTO PEÇAS E ELÉTRICA MARINGA, 97 - BRISATEC REFRIGERAÇÃO
12 - MINISTÉRIO DOS COROINHAS e MINISTROS DA EUCARISTIA,33 - ECC - PARÓQUIA SÃO JOSÉ OPERÁRIO,  53 - ATACADÃO DOS TECIDOS, 62 - RETIFICADORA ARAGUARINA, 87 - GILDO MANTUAN E FAMÍLIA
20 - VAL OLIVEIRA,37 - Grupo Esperança /Grupo Em Cristo Somos Família(ECC)   ,  56 - FÁTIMA BORDADOS ,71 - NOVA MORADA, 91 - IN COMPANNY CONTABILIDADE
"11 - Grupo Sagrada  Família, SANT'ANA e SÃO PEDRO",29 - ROBERTO PETERNELLA E FAMÍLIA, 60 - SAPATARIA GAROTTI          ," 75 - VALNIR, EDNA & FAMÍLIA", 96 - ALB - ENERGIA SOLAR
4- NUTRI_MAIS RAÇÕES,32 - RESTAURANTE TOMATE SECO,41 - ELÉTRO VIGILÂNCIA, 66 - BÁRBARA MENDES DOCERIA, 98 - SUPERMERCADO NIQUELÂNDIA
0,0,0,0,0
FESTA EM LOUVOR A SÃO JOSÉ OPERÁRIO  - 2026,,,,
0,0,0,Nº,174
A,M,I,G,O
16 - CARMEM COELHO E FAMÍLIA,29 - ROBERTO PETERNELLA E FAMÍLIA, 59 - FRANGO BROTÃO, 66 - BÁRBARA MENDES DOCERIA, 84 - CALÇADOS VIMA
"11 - Grupo Sagrada  Família, SANT'ANA e SÃO PEDRO",38 - PROINVEST CORRETORA DE SEGUROS,52 - SEPEL AUTO ELÉTRICA," 75 - VALNIR, EDNA & FAMÍLIA",89 - ESCOLINHA DE FUTEBOL BATE BOLA
18 - AUTO ELÉTRICA ELITE,33 - ECC - PARÓQUIA SÃO JOSÉ OPERÁRIO, 60 - SAPATARIA GAROTTI          , 70 - HUGO SANCHES, 88 - SUPERMERCADO BADIÃO
20 - VAL OLIVEIRA,34 - MEGA TEJOTÃO,45 - MARIANA WAHLUS - CONFEITARIA, 63 - PAPA TUDO SUPERMERCADO, 99 - RODÍZIO SUPERMERCADO
14 - PASTORAL MÃOS Á OBRA,32 - RESTAURANTE TOMATE SECO,  53 - ATACADÃO DOS TECIDOS, 74 - FERRO VELHO DO DJALMA & MÓVEIS USADOS, 96 - ALB - ENERGIA SOLAR
0,0,0,0,0
FESTA EM LOUVOR A SÃO JOSÉ OPERÁRIO  - 2026,,,,
0,0,0,Nº,175
A,M,I,G,O
10 - PAULO BOLSAS E CLEUDA,38 - PROINVEST CORRETORA DE SEGUROS,45 - MARIANA WAHLUS - CONFEITARIA," 75 - VALNIR, EDNA & FAMÍLIA", 97 - BRISATEC REFRIGERAÇÃO
16 - CARMEM COELHO E FAMÍLIA,     35 - MUSICAL OTONE,52 - SEPEL AUTO ELÉTRICA, 67 - CONFERÊNCIA SANTA LUÍZA DE MARILLAC, 87 - GILDO MANTUAN E FAMÍLIA
12 - MINISTÉRIO DOS COROINHAS e MINISTROS DA EUCARISTIA,28 - JP - DSIGNER EM GESSO,44 - TOUTTI PERFUMES,77 - ARAGUARI MOTO PEÇAS, 98 - SUPERMERCADO NIQUELÂNDIA
2 - FERNANDO - GABRIELLA - JOÃO PEDRO,25 - AMAURI BATAGLINI E FAMÍLIA,49 - DRA. PRISCILLA CAFRUNE E FAMÍLIA,71 - NOVA MORADA, 88 - SUPERMERCADO BADIÃO
18 - AUTO ELÉTRICA ELITE,39 - DROGARIA NOSSA SENHORA DA ABADIA,  55 - TERÇO DOS HOMENS N. SRA. ABADIA, 64 - REAL SUPER SUPERMERCADO, 91 - IN COMPANNY CONTABILIDADE
0,0,0,0,0
FESTA EM LOUVOR A SÃO JOSÉ OPERÁRIO  - 2026,,,,
0,0,0,Nº,176
A,M,I,G,O
18 - AUTO ELÉTRICA ELITE,26 - ELIZA CARDOSO SERVIÇO DE BUFFET,  53 - ATACADÃO DOS TECIDOS, 80 - GL CELULARES, 83 - ARROZ VASCONCELLOS
5- ANA CARRIJO STORS,39 - DROGARIA NOSSA SENHORA DA ABADIA,44 - TOUTTI PERFUMES, 79 - PAULO APÓSTOLO & FAMÍLIA, 92 - SUPERMERCADO NOVO HORIZONTE
"11 - Grupo Sagrada  Família, SANT'ANA e SÃO PEDRO",34 - MEGA TEJOTÃO, 59 - FRANGO BROTÃO, 78 - AUTO PEÇAS E ELÉTRICA MARINGA, 98 - SUPERMERCADO NIQUELÂNDIA
8 - DOCES VALE DA BENÇÃO,25 - AMAURI BATAGLINI E FAMÍLIA,  55 - TERÇO DOS HOMENS N. SRA. ABADIA, 76 - SACOLÃO CENTER,89 - ESCOLINHA DE FUTEBOL BATE BOLA
6 - DR. MARCOS AZEVEDO CLÍNICA MÉDICA (Clínica Areté),28 - JP - DSIGNER EM GESSO,49 - DRA. PRISCILLA CAFRUNE E FAMÍLIA, 63 - PAPA TUDO SUPERMERCADO, 99 - RODÍZIO SUPERMERCADO
0,0,0,0,0
FESTA EM LOUVOR A SÃO JOSÉ OPERÁRIO  - 2026,,,,
0,0,0,Nº,177
A,M,I,G,O
18 - AUTO ELÉTRICA ELITE,     35 - MUSICAL OTONE,41 - ELÉTRO VIGILÂNCIA, 70 - HUGO SANCHES, 92 - SUPERMERCADO NOVO HORIZONTE
19 - CHÁCARA SANTA BÁRBARA,30 - TRANSPORTES LEMES,  57 - YOU HAPPY - ACADEMIAS," 75 - VALNIR, EDNA & FAMÍLIA", 99 - RODÍZIO SUPERMERCADO
"11 - Grupo Sagrada  Família, SANT'ANA e SÃO PEDRO",38 - PROINVEST CORRETORA DE SEGUROS,  55 - TERÇO DOS HOMENS N. SRA. ABADIA, 74 - FERRO VELHO DO DJALMA & MÓVEIS USADOS, 88 - SUPERMERCADO BADIÃO
16 - CARMEM COELHO E FAMÍLIA,25 - AMAURI BATAGLINI E FAMÍLIA,42 - VET DOG CLÍNICA VETERINÁRIA, 78 - AUTO PEÇAS E ELÉTRICA MARINGA, 82 - JAIME BATAGLINI E FAMÍLIA
5- ANA CARRIJO STORS,32 - RESTAURANTE TOMATE SECO,  56 - FÁTIMA BORDADOS , 68 - PÉ MENOR CALÇADOS & MÓVEIS PARAISO, 91 - IN COMPANNY CONTABILIDADE
0,0,0,0,0
FESTA EM LOUVOR A SÃO JOSÉ OPERÁRIO  - 2026,,,,
0,0,0,Nº,178
A,M,I,G,O
18 - AUTO ELÉTRICA ELITE,33 - ECC - PARÓQUIA SÃO JOSÉ OPERÁRIO,  57 - YOU HAPPY - ACADEMIAS, 80 - GL CELULARES,89 - ESCOLINHA DE FUTEBOL BATE BOLA
17 - HOME CARE ROSALUZ,39 - DROGARIA NOSSA SENHORA DA ABADIA,41 - ELÉTRO VIGILÂNCIA, 74 - FERRO VELHO DO DJALMA & MÓVEIS USADOS,95 - FAMÍLIA ALCEU LÁZARO
10 - PAULO BOLSAS E CLEUDA,22 - RONALDO PETERNELLA E FAMÍLIA,  56 - FÁTIMA BORDADOS , 68 - PÉ MENOR CALÇADOS & MÓVEIS PARAISO, 92 - SUPERMERCADO NOVO HORIZONTE
4- NUTRI_MAIS RAÇÕES,      23 - MARIAH CASCÃO               - Odontopediatra -,48 - FERT GOTAS, 63 - PAPA TUDO SUPERMERCADO, 82 - JAIME BATAGLINI E FAMÍLIA
8 - DOCES VALE DA BENÇÃO,38 - PROINVEST CORRETORA DE SEGUROS,50 - FINAGRO,71 - NOVA MORADA, 84 - CALÇADOS VIMA
0,0,0,0,0
FESTA EM LOUVOR A SÃO JOSÉ OPERÁRIO  - 2026,,,,
0,0,0,Nº,179
A,M,I,G,O
5- ANA CARRIJO STORS,      23 - MARIAH CASCÃO               - Odontopediatra -,  56 - FÁTIMA BORDADOS , 67 - CONFERÊNCIA SANTA LUÍZA DE MARILLAC, 97 - BRISATEC REFRIGERAÇÃO
17 - HOME CARE ROSALUZ,29 - ROBERTO PETERNELLA E FAMÍLIA,41 - ELÉTRO VIGILÂNCIA, 68 - PÉ MENOR CALÇADOS & MÓVEIS PARAISO, 98 - SUPERMERCADO NIQUELÂNDIA
20 - VAL OLIVEIRA,37 - Grupo Esperança /Grupo Em Cristo Somos Família(ECC)   ,42 - VET DOG CLÍNICA VETERINÁRIA, 64 - REAL SUPER SUPERMERCADO, 93 - MARMORARIA VITTURI 
18 - AUTO ELÉTRICA ELITE,33 - ECC - PARÓQUIA SÃO JOSÉ OPERÁRIO, 60 - SAPATARIA GAROTTI          , 62 - RETIFICADORA ARAGUARINA, 88 - SUPERMERCADO BADIÃO
16 - CARMEM COELHO E FAMÍLIA,38 - PROINVEST CORRETORA DE SEGUROS,  55 - TERÇO DOS HOMENS N. SRA. ABADIA, 79 - PAULO APÓSTOLO & FAMÍLIA,95 - FAMÍLIA ALCEU LÁZARO
0,0,0,0,0
FESTA EM LOUVOR A SÃO JOSÉ OPERÁRIO  - 2026,,,,
0,0,0,Nº,180
A,M,I,G,O
10 - PAULO BOLSAS E CLEUDA,28 - JP - DSIGNER EM GESSO,42 - VET DOG CLÍNICA VETERINÁRIA, 64 - REAL SUPER SUPERMERCADO,95 - FAMÍLIA ALCEU LÁZARO
6 - DR. MARCOS AZEVEDO CLÍNICA MÉDICA (Clínica Areté),      23 - MARIAH CASCÃO               - Odontopediatra -,50 - FINAGRO,71 - NOVA MORADA, 86 - CASA DE CARNES RESENDE
18 - AUTO ELÉTRICA ELITE,30 - TRANSPORTES LEMES,41 - ELÉTRO VIGILÂNCIA, 80 - GL CELULARES, 87 - GILDO MANTUAN E FAMÍLIA
"11 - Grupo Sagrada  Família, SANT'ANA e SÃO PEDRO",39 - DROGARIA NOSSA SENHORA DA ABADIA,44 - TOUTTI PERFUMES, 70 - HUGO SANCHES, 96 - ALB - ENERGIA SOLAR
14 - PASTORAL MÃOS Á OBRA,25 - AMAURI BATAGLINI E FAMÍLIA,52 - SEPEL AUTO ELÉTRICA," 75 - VALNIR, EDNA & FAMÍLIA", 99 - RODÍZIO SUPERMERCADO
0,0,0,0,0
FESTA EM LOUVOR A SÃO JOSÉ OPERÁRIO  - 2026,,,,
0,0,0,Nº,181
A,M,I,G,O
14 - PASTORAL MÃOS Á OBRA,25 - AMAURI BATAGLINI E FAMÍLIA,  55 - TERÇO DOS HOMENS N. SRA. ABADIA, 66 - BÁRBARA MENDES DOCERIA, 98 - SUPERMERCADO NIQUELÂNDIA
"11 - Grupo Sagrada  Família, SANT'ANA e SÃO PEDRO",29 - ROBERTO PETERNELLA E FAMÍLIA,49 - DRA. PRISCILLA CAFRUNE E FAMÍLIA, 68 - PÉ MENOR CALÇADOS & MÓVEIS PARAISO, 93 - MARMORARIA VITTURI 
8 - DOCES VALE DA BENÇÃO,21 - PAPELARIA RESENDE,  57 - YOU HAPPY - ACADEMIAS, 79 - PAULO APÓSTOLO & FAMÍLIA, 92 - SUPERMERCADO NOVO HORIZONTE
2 - FERNANDO - GABRIELLA - JOÃO PEDRO,      23 - MARIAH CASCÃO               - Odontopediatra -,48 - FERT GOTAS, 64 - REAL SUPER SUPERMERCADO, 100 - SICOOB ARACOOP
